date,category,category_enc,month,week_of_year,is_festival,is_weekend,base_price,cost_price,comp_price,price_ratio,margin_pct,sales_last_week,sales_last_month,daily_demand,season_factor,festival_factor,stock,stock_weeks,lead_time,expiry_days,days_to_sell,fraction_at_risk,will_sell_before_expiry,actual_demand_7d,actual_demand_post_disc,demand_cv,elasticity,discount_tier,discount_pct,order_decision,health_score
2022-06-28,Fashion,0,6,26,0,0,2966.44,1641.69,3233.94,0.917,44.7,23.2,87.0,3.29,0.7,1.0,131,8.33,5,291,39.9,0.0,1,23.0,35.9,0.28,-2.0,2,28,-1,91
2022-12-09,FMCG,3,12,49,0,0,703.23,426.94,766.89,0.917,39.3,181.4,769.2,26.23,1.4,1.0,437,2.98,4,283,16.7,0.0,1,183.6,183.6,0.12,-1.5,0,0,0,77
2023-11-14,FMCG,3,11,46,0,0,444.8,271.21,388.97,1.144,39.0,30.6,126.7,4.46,1.3,0.75,68,1.61,2,257,15.3,0.0,1,31.2,31.2,0.12,-1.5,0,0,1,69
2022-01-25,Seasonal,4,1,4,0,0,2351.93,1005.02,2556.34,0.92,57.3,10.5,63.4,2.01,0.3,1.0,247,20.0,11,112,122.6,0.086,0,14.1,24.0,0.55,-2.5,2,28,-1,78
2021-01-04,Seasonal,4,1,1,0,0,5860.36,2915.82,5332.12,1.099,50.2,2.1,8.4,0.27,0.3,1.0,28,2.21,15,365,103.2,0.0,1,1.9,1.9,0.55,-2.5,0,0,0,54
2022-02-08,FMCG,3,2,6,0,0,369.12,203.71,354.84,1.04,44.8,286.4,1226.7,41.17,1.0,1.0,193,0.78,4,280,4.7,0.0,1,288.2,288.2,0.12,-1.5,0,0,2,70
2021-05-24,Seasonal,4,5,21,0,0,5452.86,2526.08,5087.78,1.072,53.7,44.9,231.0,7.74,1.0,1.0,333,8.86,17,259,43.0,0.0,1,54.2,88.1,0.55,-2.5,2,25,-1,87
2021-09-13,FMCG,3,9,37,0,0,731.77,385.61,674.15,1.085,47.3,184.7,818.5,29.29,1.0,1.0,858,3.52,4,319,29.3,0.0,1,205.0,232.7,0.12,-1.5,1,9,0,75
2023-04-17,Seasonal,4,4,16,0,0,2948.18,1406.94,2823.68,1.044,52.3,8.3,61.5,1.84,1.0,1.0,77,2.03,12,296,41.8,0.0,1,12.9,12.9,0.55,-2.5,0,0,0,71
2022-08-29,FMCG,3,8,35,0,0,148.16,95.63,146.11,1.014,35.5,81.4,345.5,11.81,1.0,1.0,42,0.51,3,158,3.6,0.0,1,82.7,82.7,0.12,-1.5,0,0,2,70
2023-05-12,Grocery,1,5,19,0,0,316.23,218.63,284.64,1.111,30.9,57.6,228.5,8.01,1.0,1.0,105,2.1,3,27,13.1,0.0,1,56.1,56.1,0.14,-1.2,0,0,0,70
2021-12-23,Electronics,2,12,51,1,0,43545.16,25294.35,38475.45,1.132,41.9,24.5,90.1,3.57,1.8,1.8,119,2.83,19,656,33.3,0.0,1,25.0,25.0,0.32,-1.8,0,0,0,72
2022-09-09,Seasonal,4,9,36,0,0,2237.86,1065.41,1930.09,1.159,52.4,12.0,19.6,1.34,1.0,1.0,74,5.66,13,90,55.1,0.0,1,9.4,11.5,0.55,-2.5,1,9,0,67
2022-08-11,Electronics,2,8,32,0,0,33676.02,19227.25,28927.43,1.164,42.9,15.4,55.1,2.1,1.0,1.2,22,1.28,13,585,10.5,0.0,1,14.7,14.7,0.32,-1.8,0,0,3,63
2022-10-22,Grocery,1,10,42,1,1,436.71,255.66,461.95,0.945,41.5,377.8,1290.5,46.2,1.3,1.3,885,3.07,2,31,19.2,0.0,1,323.4,370.0,0.14,-1.2,1,12,0,77
2022-03-14,Seasonal,4,3,11,0,0,3637.35,1471.52,4107.6,0.886,59.5,52.9,383.3,10.79,1.0,1.0,49,1.15,15,332,4.5,0.0,1,75.5,75.5,0.55,-2.5,0,0,3,71
2021-12-14,FMCG,3,12,50,0,0,129.94,77.79,149.41,0.87,40.1,72.0,286.7,10.09,1.4,1.0,147,2.58,2,205,14.6,0.0,1,70.6,70.6,0.12,-1.5,0,0,0,76
2023-11-22,Electronics,2,11,47,0,0,37183.75,25351.04,36114.42,1.03,31.8,31.1,118.4,3.99,2.2,0.75,156,6.28,20,689,39.1,0.0,1,27.9,34.9,0.32,-1.8,1,14,0,85
2022-11-18,Grocery,1,11,46,0,0,412.56,236.83,418.07,0.987,42.6,19.9,69.1,2.56,1.4,0.75,25,1.13,1,55,9.8,0.0,1,17.9,17.9,0.14,-1.2,0,0,1,71
2022-04-27,Grocery,1,4,17,0,0,235.37,140.64,226.42,1.04,40.2,50.7,200.5,6.73,0.9,1.0,171,3.11,3,22,25.4,0.134,0,47.1,51.6,0.14,-1.2,1,8,0,73
2022-02-12,Electronics,2,2,6,0,1,19608.88,13324.23,19721.13,0.994,32.1,11.5,48.9,1.41,1.0,1.0,19,0.89,12,377,13.4,0.0,1,9.9,9.9,0.32,-1.8,0,0,2,71
2021-04-05,Electronics,2,4,14,0,0,38479.04,25855.91,40996.99,0.939,32.8,46.5,201.8,6.84,1.0,1.0,85,2.22,13,608,12.4,0.0,1,47.9,47.9,0.32,-1.8,0,0,3,75
2021-05-30,Fashion,0,5,21,0,1,2582.6,1261.64,2415.92,1.069,51.1,40.7,125.4,5.16,1.0,1.0,95,3.14,12,604,18.4,0.0,1,36.1,46.9,0.28,-2.0,1,15,0,73
2022-02-03,FMCG,3,2,5,0,0,254.47,143.02,225.6,1.128,43.8,66.9,242.7,8.6,1.0,1.0,87,1.25,5,313,10.1,0.0,1,60.2,60.2,0.12,-1.5,0,0,0,68
2023-03-30,Fashion,0,3,13,1,0,2965.37,1448.54,3377.19,0.878,51.2,101.1,383.3,14.2,1.0,1.35,188,3.25,8,331,13.2,0.0,1,99.4,129.2,0.28,-2.0,1,15,0,78
2021-01-12,Seasonal,4,1,2,1,0,3807.87,1991.05,4246.77,0.897,47.7,3.2,9.1,0.34,0.3,1.25,27,4.05,21,144,78.8,0.0,1,2.4,3.1,0.55,-2.5,1,11,0,67
2022-03-25,Seasonal,4,3,12,1,0,2442.82,1063.92,2648.4,0.922,56.4,44.6,228.9,7.81,1.0,1.35,58,2.15,9,355,7.4,0.0,1,54.7,54.7,0.55,-2.5,0,0,3,74
2023-08-10,Electronics,2,8,32,0,0,23136.07,14760.61,20831.82,1.111,36.2,39.8,154.0,4.76,1.0,1.2,74,2.05,10,650,15.6,0.0,1,33.3,33.3,0.32,-1.8,0,0,0,70
2022-05-26,Electronics,2,5,21,0,0,12364.64,7525.56,12715.09,0.972,39.1,43.4,129.5,4.89,1.0,1.0,31,1.43,11,598,6.3,0.0,1,34.2,34.2,0.32,-1.8,0,0,3,72
2021-10-01,FMCG,3,10,39,0,0,793.44,412.0,699.21,1.135,48.1,180.7,754.2,27.64,1.2,1.0,169,0.74,5,331,6.1,0.0,1,193.5,193.5,0.12,-1.5,0,0,2,66
2022-10-12,Grocery,1,10,41,1,0,53.32,34.86,46.4,1.149,34.6,182.2,737.3,25.44,1.3,1.3,909,3.28,2,42,35.7,0.0,1,178.1,205.9,0.14,-1.2,1,13,0,74
2023-05-24,Electronics,2,5,21,0,0,16891.68,10134.17,17750.56,0.952,40.0,67.3,327.3,10.03,1.0,1.0,189,4.74,18,593,18.8,0.0,1,70.2,79.0,0.32,-1.8,1,7,0,82
2023-08-31,Fashion,0,8,35,0,0,2941.8,1746.38,2655.24,1.108,40.6,26.9,100.9,3.9,1.0,1.0,180,3.11,12,445,46.2,0.0,1,27.3,31.7,0.28,-2.0,1,8,0,68
2022-07-22,FMCG,3,7,29,0,0,310.68,186.33,338.22,0.919,40.0,219.2,897.3,31.17,1.0,1.0,415,1.77,5,182,13.3,0.0,1,218.2,218.2,0.12,-1.5,0,0,0,73
2022-07-17,FMCG,3,7,28,0,1,440.72,261.58,386.4,1.141,40.6,158.5,628.9,21.71,1.0,1.0,593,3.02,5,99,27.3,0.0,1,152.0,172.5,0.12,-1.5,1,9,0,73
2022-04-26,Fashion,0,4,17,0,0,1723.7,843.69,1651.38,1.044,51.1,13.7,54.0,2.23,1.0,1.0,42,2.91,9,523,18.8,0.0,1,15.6,15.6,0.28,-2.0,0,0,0,77
2022-10-17,Grocery,1,10,42,1,0,308.29,201.36,347.08,0.888,34.7,308.2,1144.3,41.37,1.3,1.3,537,2.9,3,8,13.0,0.385,0,289.6,313.9,0.14,-1.2,1,7,0,65
2021-11-05,Seasonal,4,11,44,1,0,4931.59,2557.05,4642.62,1.062,48.1,25.3,172.3,5.06,2.5,2.2,55,1.05,10,286,10.9,0.0,1,35.4,35.4,0.55,-2.5,0,0,1,67
2021-11-09,Seasonal,4,11,45,0,0,4024.35,2106.23,3580.7,1.124,47.7,135.9,429.4,14.04,2.5,0.75,262,2.66,18,199,18.7,0.0,1,98.3,98.3,0.55,-2.5,0,0,0,72
2021-05-12,Fashion,0,5,19,0,0,2661.06,1356.61,2378.75,1.119,49.0,20.0,101.0,3.81,1.0,1.0,141,4.08,11,597,37.0,0.0,1,26.7,32.0,0.28,-2.0,1,10,0,76
2023-08-13,Electronics,2,8,32,0,1,22535.51,12751.71,23487.59,0.959,43.4,19.0,90.1,2.81,1.0,1.2,122,9.25,16,396,43.4,0.0,1,19.7,27.1,0.32,-1.8,2,21,-1,92
2023-05-11,Fashion,0,5,19,0,0,4974.87,2281.81,5265.95,0.945,54.1,73.5,291.6,11.07,1.0,1.0,136,1.73,11,200,12.3,0.0,1,77.5,77.5,0.28,-2.0,0,0,0,73
2023-02-19,Fashion,0,2,7,0,1,3552.16,1631.66,3562.2,0.997,54.1,121.2,374.6,15.29,1.0,1.0,308,3.86,12,186,20.1,0.0,1,107.0,128.4,0.28,-2.0,1,10,0,80
2022-09-04,Electronics,2,9,35,0,1,21877.51,12461.57,24414.89,0.896,43.0,17.4,56.6,2.09,1.0,1.0,36,1.81,16,579,17.3,0.0,1,14.6,14.6,0.32,-1.8,0,0,0,73
2022-03-28,FMCG,3,3,13,1,0,626.98,314.53,611.21,1.026,49.8,168.3,743.7,26.39,1.0,1.35,322,1.76,5,172,12.2,0.0,1,184.7,184.7,0.12,-1.5,0,0,0,73
2022-07-13,Fashion,0,7,28,0,0,1432.65,854.41,1562.25,0.917,40.4,84.0,543.4,16.54,1.3,1.0,123,1.23,11,677,7.4,0.0,1,115.8,115.8,0.28,-2.0,0,0,3,72
2021-03-01,FMCG,3,3,9,0,0,123.56,70.83,110.59,1.117,42.7,92.5,379.8,14.4,1.0,1.0,240,2.37,5,232,16.7,0.0,1,100.8,100.8,0.12,-1.5,0,0,0,71
2023-04-09,Electronics,2,4,14,0,1,39465.6,26987.08,44856.62,0.88,31.6,18.7,96.5,3.59,1.0,1.0,218,6.78,21,449,60.8,0.0,1,25.1,30.5,0.32,-1.8,1,12,0,78
2021-09-19,FMCG,3,9,37,0,1,78.82,50.07,77.91,1.012,36.5,186.7,731.7,24.74,1.0,1.0,838,4.92,2,261,33.9,0.0,1,173.2,209.6,0.12,-1.5,1,14,0,83
2021-02-25,Fashion,0,2,8,0,0,2735.52,1292.6,2930.37,0.934,52.7,53.8,200.4,7.44,1.0,1.0,102,2.26,6,618,13.7,0.0,1,52.1,52.1,0.28,-2.0,0,0,0,75
2021-10-05,Fashion,0,10,40,0,0,633.91,286.41,720.72,0.88,54.8,103.1,333.7,12.61,1.6,1.0,90,0.93,12,366,7.1,0.0,1,88.3,88.3,0.28,-2.0,0,0,3,71
2021-04-13,FMCG,3,4,15,0,0,188.9,99.38,166.14,1.137,47.4,151.6,612.8,20.9,0.95,1.0,242,1.45,4,254,11.6,0.0,1,146.3,146.3,0.12,-1.5,0,0,0,68
2022-11-02,Grocery,1,11,44,1,0,118.73,68.18,122.83,0.967,42.6,635.5,2765.7,95.07,1.4,2.2,1922,3.91,1,32,20.2,0.0,1,665.5,745.4,0.14,-1.2,1,10,0,80
2022-11-23,Seasonal,4,11,47,0,0,3809.35,1856.54,4092.85,0.931,51.3,201.1,673.4,24.91,2.5,1.0,170,1.37,19,284,6.8,0.0,1,174.4,174.4,0.55,-2.5,0,0,3,72
2022-07-24,Grocery,1,7,29,0,1,198.64,126.42,195.03,1.019,36.4,137.6,557.3,19.24,1.0,1.0,297,2.28,2,19,15.4,0.0,1,134.7,134.7,0.14,-1.2,0,0,0,75
2021-06-17,Grocery,1,6,24,0,0,411.65,297.32,454.44,0.906,27.8,357.1,1308.7,47.01,1.0,1.0,985,5.31,2,4,21.0,0.81,0,329.1,514.7,0.14,-1.2,3,47,0,60
2021-04-17,FMCG,3,4,15,0,1,632.34,378.41,571.15,1.107,40.2,106.7,450.1,15.74,0.95,1.0,533,3.74,4,174,33.9,0.0,1,110.2,135.0,0.12,-1.5,1,15,0,75
2021-05-21,Electronics,2,5,20,0,0,42194.29,27844.87,42728.94,0.987,34.0,33.5,110.2,3.71,1.0,1.0,15,0.59,20,385,4.0,0.0,1,26.0,26.0,0.32,-1.8,0,0,3,70
2021-03-05,Seasonal,4,3,9,0,0,3998.6,2055.95,3590.83,1.114,48.6,9.7,50.9,1.66,1.0,1.0,70,2.3,10,192,42.2,0.0,1,11.6,11.6,0.55,-2.5,0,0,0,67
2021-02-11,Electronics,2,2,6,0,0,36920.23,23717.48,33464.77,1.103,35.8,14.8,69.0,2.76,1.0,1.0,55,3.4,19,443,19.9,0.0,1,19.3,22.1,0.32,-1.8,1,8,0,74
2021-09-16,Fashion,0,9,37,0,0,1735.34,1009.1,1993.73,0.87,41.9,39.8,166.5,5.51,1.0,1.0,374,10.82,12,297,67.8,0.0,1,38.6,54.8,0.28,-2.0,2,21,-1,86
2023-08-11,Grocery,1,8,32,0,0,218.06,150.27,185.56,1.175,31.1,127.7,486.7,18.01,1.0,1.2,1091,6.91,3,19,60.6,0.686,0,126.1,165.4,0.14,-1.2,2,26,0,49
2021-12-10,Electronics,2,12,49,0,0,32473.59,18176.38,33252.8,0.977,44.0,71.9,261.3,8.83,1.8,1.0,605,14.14,19,675,68.5,0.0,1,61.8,81.8,0.32,-1.8,2,18,-1,86
2021-12-02,Grocery,1,12,48,0,0,416.02,270.27,363.23,1.145,35.0,51.3,197.9,6.87,1.5,1.0,304,6.64,2,9,44.2,0.796,0,48.1,56.8,0.14,-1.2,2,15,0,56
2022-10-01,Electronics,2,10,39,0,1,22569.19,12912.24,21405.92,1.054,42.8,39.0,133.2,4.49,1.9,1.0,92,2.54,19,711,20.5,0.0,1,31.4,31.4,0.32,-1.8,0,0,0,72
2023-02-08,Seasonal,4,2,6,0,0,5631.12,2795.2,5498.08,1.024,50.4,17.0,49.0,1.84,0.3,1.0,25,2.06,13,191,13.6,0.0,1,12.9,12.9,0.55,-2.5,0,0,0,74
2021-06-05,Grocery,1,6,22,0,1,294.5,196.59,266.62,1.105,33.2,57.4,223.0,8.01,1.0,1.0,259,3.04,3,47,32.3,0.0,1,56.1,66.2,0.14,-1.2,1,15,0,73
2022-05-13,Grocery,1,5,19,0,0,226.24,163.92,249.45,0.907,27.5,65.5,283.4,10.14,1.0,1.0,125,2.33,1,47,12.3,0.0,1,71.0,71.0,0.14,-1.2,0,0,0,75
2022-09-10,Fashion,0,9,36,0,1,3720.31,1951.19,3649.83,1.019,47.6,56.6,269.9,9.4,1.0,1.0,102,1.68,14,303,10.9,0.0,1,65.8,65.8,0.28,-2.0,0,0,3,73
2021-03-26,FMCG,3,3,12,1,0,542.72,349.24,472.54,1.149,35.7,40.7,158.3,5.7,1.0,1.35,72,1.24,4,332,12.6,0.0,1,39.9,39.9,0.12,-1.5,0,0,0,68
2023-05-28,Grocery,1,5,21,0,1,150.54,105.66,148.27,1.015,29.8,116.7,582.9,20.07,1.0,1.0,427,2.67,3,26,21.3,0.0,1,140.5,140.5,0.14,-1.2,0,0,0,76
2021-05-22,Grocery,1,5,20,0,1,451.92,250.53,474.13,0.953,44.6,205.5,807.4,29.59,1.0,1.0,922,4.77,3,44,31.2,0.0,1,207.1,232.0,0.14,-1.2,1,10,0,82
2021-01-26,Grocery,1,1,4,0,0,370.79,276.71,343.71,1.079,25.4,104.3,403.4,14.43,1.0,1.0,474,3.44,2,55,32.9,0.0,1,101.0,115.5,0.14,-1.2,1,12,0,74
2021-08-05,Electronics,2,8,31,0,0,18125.16,10279.04,16228.8,1.117,43.3,9.0,38.7,1.1,1.0,1.0,51,4.51,16,550,46.4,0.0,1,7.7,9.8,0.32,-1.8,1,15,0,72
2023-07-31,Fashion,0,7,31,0,0,4341.66,2424.48,3778.55,1.149,44.2,46.8,166.3,7.87,1.3,1.0,107,1.4,7,625,13.6,0.0,1,55.1,55.1,0.28,-2.0,0,0,1,68
2021-12-27,Fashion,0,12,52,1,0,4743.78,2739.52,4984.32,0.952,42.3,78.2,349.4,12.4,1.5,1.8,1248,11.2,13,456,100.6,0.0,1,86.8,138.9,0.28,-2.0,2,30,-1,82
2023-08-11,Electronics,2,8,32,0,0,40513.58,25073.29,35068.03,1.155,38.1,19.1,75.2,2.96,1.0,1.2,62,1.62,16,668,21.0,0.0,1,20.7,20.7,0.32,-1.8,0,0,0,64
2022-07-04,FMCG,3,7,27,0,0,439.54,233.28,489.36,0.898,46.9,278.7,1092.7,39.07,1.0,1.0,455,2.04,4,185,11.6,0.0,1,273.5,273.5,0.12,-1.5,0,0,0,74
2021-06-27,FMCG,3,6,25,0,1,70.38,35.88,69.62,1.011,49.0,318.6,1218.1,44.71,1.0,1.0,541,2.35,4,290,12.1,0.0,1,313.0,313.0,0.12,-1.5,0,0,0,75
2022-05-15,FMCG,3,5,19,0,1,335.32,206.67,382.04,0.878,38.4,92.7,380.7,12.96,1.0,1.0,47,0.63,5,351,3.6,0.0,1,90.7,90.7,0.12,-1.5,0,0,3,70
2023-02-16,FMCG,3,2,7,0,0,648.44,362.73,729.19,0.889,44.1,148.3,640.1,22.04,1.0,1.0,590,4.01,4,74,26.8,0.0,1,154.3,182.1,0.12,-1.5,1,12,0,80
2022-10-28,Seasonal,4,10,43,1,0,5482.79,2420.85,6278.1,0.873,55.8,18.8,78.3,2.49,1.0,1.45,32,1.76,9,339,12.9,0.0,1,17.4,17.4,0.55,-2.5,0,0,0,73
2022-03-11,Fashion,0,3,10,0,0,2368.52,1284.44,2072.55,1.143,45.8,70.5,296.0,10.19,1.0,1.0,198,2.77,10,444,19.4,0.0,1,71.3,71.3,0.28,-2.0,0,0,0,72
2022-11-29,Seasonal,4,11,48,0,0,4172.56,2066.25,3754.41,1.111,50.5,83.7,317.4,11.86,2.5,1.0,140,1.05,11,231,11.8,0.0,1,83.0,83.0,0.55,-2.5,0,0,1,67
2021-01-21,Electronics,2,1,3,1,0,36248.05,24776.95,31674.34,1.144,31.6,15.5,68.0,2.16,0.6,1.25,80,3.56,18,462,37.1,0.0,1,15.1,16.7,0.32,-1.8,1,6,0,74
2022-05-10,FMCG,3,5,19,0,0,285.76,163.08,313.33,0.912,42.9,105.3,449.5,15.5,1.0,1.0,331,2.53,5,310,21.4,0.0,1,108.5,108.5,0.12,-1.5,0,0,0,76
2022-05-08,Fashion,0,5,18,0,1,3645.47,2092.12,3208.71,1.136,42.6,16.7,52.9,1.94,1.0,1.0,50,1.99,12,682,25.7,0.0,1,13.6,13.6,0.28,-2.0,0,0,0,70
2023-07-07,FMCG,3,7,27,0,0,515.7,285.11,568.53,0.907,44.7,158.3,601.6,22.11,1.0,1.0,375,2.8,2,107,17.0,0.0,1,154.8,154.8,0.12,-1.5,0,0,0,76
2022-08-26,Grocery,1,8,34,0,0,349.44,197.06,315.36,1.108,43.6,150.0,533.6,20.2,1.0,1.0,756,4.35,1,28,37.4,0.251,0,141.4,155.0,0.14,-1.2,1,8,0,69
2022-09-20,FMCG,3,9,38,0,0,434.49,237.14,397.03,1.094,45.4,28.2,110.6,3.86,1.0,1.0,231,6.19,4,302,59.9,0.0,1,27.0,32.3,0.12,-1.5,1,13,0,73
2023-12-24,FMCG,3,12,51,1,1,245.22,155.98,257.78,0.951,36.4,390.4,1458.1,52.3,1.4,1.8,944,2.44,4,277,18.0,0.0,1,366.1,366.1,0.12,-1.5,0,0,0,75
2022-11-09,Electronics,2,11,45,0,0,19639.01,13678.96,17345.49,1.132,30.3,24.7,114.1,3.8,2.2,0.75,70,2.28,15,724,18.4,0.0,1,26.6,26.6,0.32,-1.8,0,0,0,71
2023-07-19,Seasonal,4,7,29,0,0,4645.79,2419.23,3974.02,1.169,47.9,45.5,242.1,7.63,1.0,1.0,75,1.29,11,246,9.8,0.0,1,53.4,53.4,0.55,-2.5,0,0,3,63
2022-05-30,Seasonal,4,5,22,0,0,1118.19,565.3,1131.84,0.988,49.4,5.0,40.2,1.27,1.0,1.0,6,0.6,10,151,4.7,0.0,1,8.9,8.9,0.55,-2.5,0,0,3,70
2022-01-30,Grocery,1,1,4,0,1,376.73,210.83,422.26,0.892,44.0,337.3,1349.6,48.54,1.0,1.0,1008,5.81,2,10,20.8,0.519,0,339.8,421.4,0.14,-1.2,2,20,0,70
2022-01-28,FMCG,3,1,4,0,0,76.0,44.64,87.3,0.871,41.3,267.3,1091.1,37.4,1.0,1.0,330,1.51,3,307,8.8,0.0,1,261.8,261.8,0.12,-1.5,0,0,0,73
2022-07-21,Fashion,0,7,29,0,0,740.13,434.04,777.7,0.952,41.4,76.8,522.6,17.66,1.3,1.0,278,3.16,14,717,15.7,0.0,1,123.6,158.2,0.28,-2.0,1,14,0,77
2022-08-03,Grocery,1,8,31,0,0,228.61,161.12,235.6,0.97,29.5,171.4,678.0,22.56,1.0,1.0,2646,14.65,1,56,117.3,0.523,0,157.9,197.7,0.14,-1.2,2,21,-1,65
2022-08-30,FMCG,3,8,35,0,0,228.08,131.57,201.0,1.135,42.3,90.2,365.1,12.79,1.0,1.0,1769,15.44,3,244,138.4,0.0,1,89.5,116.4,0.12,-1.5,2,20,-1,76
2022-09-12,FMCG,3,9,37,0,0,429.7,255.72,374.39,1.148,40.5,48.5,182.1,7.03,1.0,1.0,164,1.91,2,333,23.3,0.0,1,49.2,49.2,0.12,-1.5,0,0,0,70
2021-09-17,Fashion,0,9,37,0,0,3169.67,1559.8,2891.05,1.096,50.8,30.1,128.2,4.11,1.0,1.0,96,2.12,9,226,23.3,0.0,1,28.8,28.8,0.28,-2.0,0,0,0,70
2021-04-22,Electronics,2,4,16,0,0,15380.25,10608.73,14905.07,1.032,31.0,6.5,20.3,0.91,1.0,1.0,8,1.34,18,514,8.8,0.0,1,6.4,6.4,0.32,-1.8,0,0,3,72
2021-09-16,Seasonal,4,9,37,0,0,3213.51,1623.91,3688.61,0.871,49.5,1.6,9.5,0.46,1.0,1.0,19,1.54,17,341,41.6,0.0,1,3.2,3.2,0.55,-2.5,0,0,0,70
2021-07-30,Seasonal,4,7,30,0,0,4426.18,2174.08,4173.05,1.061,50.9,22.7,119.2,4.03,1.0,1.0,154,3.05,20,96,38.2,0.0,1,28.2,38.1,0.55,-2.5,1,14,0,72
2022-08-06,Grocery,1,8,31,0,1,238.99,149.08,211.82,1.128,37.6,80.3,317.5,11.66,1.0,1.0,234,2.45,2,33,20.1,0.0,1,81.6,81.6,0.14,-1.2,0,0,0,71
2023-06-22,Seasonal,4,6,25,0,0,4176.15,2095.59,4003.16,1.043,49.8,21.0,84.0,2.71,0.4,1.0,48,3.21,12,184,17.7,0.0,1,19.0,21.4,0.55,-2.5,1,5,0,78
2022-06-02,Fashion,0,6,22,0,0,4540.53,2088.49,4586.8,0.99,54.0,12.1,41.4,1.76,0.7,1.0,34,2.65,12,296,19.3,0.0,1,12.3,12.3,0.28,-2.0,0,0,0,76
2021-05-14,Electronics,2,5,19,0,0,3142.26,1786.22,3197.54,0.983,43.2,24.6,99.0,3.27,1.0,1.0,85,5.39,16,616,26.0,0.0,1,22.9,25.4,0.32,-1.8,1,6,0,84
2021-04-20,Grocery,1,4,16,0,0,343.02,207.55,323.09,1.062,39.5,146.2,579.5,20.47,0.9,1.0,1208,8.28,1,12,59.0,0.797,0,143.3,184.6,0.14,-1.2,2,24,-1,55
2021-06-24,Seasonal,4,6,25,0,0,2869.42,1285.01,2940.18,0.976,55.2,11.2,76.7,2.2,0.4,1.0,98,9.67,10,150,44.5,0.0,1,15.4,26.2,0.55,-2.5,2,28,-1,92
2022-04-08,Fashion,0,4,14,0,0,2322.49,1094.8,2594.29,0.895,52.9,51.0,217.7,7.91,1.0,1.0,255,7.75,13,569,32.2,0.0,1,55.4,68.7,0.28,-2.0,1,12,0,91
2023-06-26,Grocery,1,6,26,0,0,169.38,116.1,174.76,0.969,31.5,82.7,316.0,11.86,1.0,1.0,1057,12.34,2,58,89.1,0.349,0,83.0,110.9,0.14,-1.2,2,28,-1,73
2022-09-18,Fashion,0,9,37,0,1,2674.64,1590.35,2581.73,1.036,40.5,8.7,40.8,1.29,1.0,1.0,27,2.53,14,241,21.0,0.0,1,9.0,9.0,0.28,-2.0,0,0,0,76
2021-07-23,Grocery,1,7,29,0,0,452.04,259.12,513.87,0.88,42.7,88.0,369.8,14.09,1.0,1.0,252,3.29,1,43,17.9,0.0,1,98.6,108.1,0.14,-1.2,1,8,0,78
2022-06-26,Grocery,1,6,25,0,1,279.88,162.56,284.39,0.984,41.9,156.8,701.2,25.63,1.0,1.0,532,4.53,3,8,20.8,0.615,0,179.4,222.5,0.14,-1.2,2,20,0,63
2022-05-07,Grocery,1,5,18,0,1,113.42,63.69,108.06,1.05,43.8,73.6,254.8,9.86,1.0,1.0,196,2.85,1,38,19.9,0.0,1,69.0,69.0,0.14,-1.2,0,0,0,77
2021-06-03,Fashion,0,6,22,0,0,2386.01,1297.83,2378.06,1.003,45.6,32.9,165.8,5.69,0.7,1.0,170,6.56,7,182,29.9,0.0,1,39.8,48.6,0.28,-2.0,1,11,0,88
2023-07-12,Grocery,1,7,28,0,0,38.94,25.12,39.44,0.987,35.5,75.3,312.8,11.04,1.0,1.0,205,3.36,3,41,18.6,0.0,1,77.3,88.4,0.14,-1.2,1,12,0,78
2022-08-20,FMCG,3,8,33,0,1,256.83,162.2,291.04,0.882,36.8,94.2,352.1,12.6,1.0,1.2,277,3.68,2,178,22.0,0.0,1,88.2,100.1,0.12,-1.5,1,9,0,79
2022-08-03,Electronics,2,8,31,0,0,19390.54,11496.02,17664.14,1.098,40.7,8.3,22.6,0.83,1.0,1.0,103,3.29,21,597,124.3,0.0,1,5.8,6.4,0.32,-1.8,1,6,0,56
2022-04-24,Seasonal,4,4,16,0,1,5893.07,2717.52,6472.1,0.911,53.9,57.1,235.6,8.63,1.0,1.0,199,4.24,21,225,23.1,0.0,1,60.4,83.0,0.55,-2.5,1,15,0,81
2022-02-10,Seasonal,4,2,6,0,0,2914.32,1535.98,3258.0,0.895,47.3,8.2,20.6,0.71,0.3,1.0,6,2.44,13,148,8.4,0.0,1,5.0,5.0,0.55,-2.5,0,0,3,75
2022-04-06,Seasonal,4,4,14,0,0,604.14,284.87,638.16,0.947,52.8,45.5,191.9,8.87,1.0,1.0,66,1.46,17,166,7.4,0.0,1,62.1,62.1,0.55,-2.5,0,0,3,72
2022-06-29,FMCG,3,6,26,0,0,259.07,137.72,294.62,0.879,46.8,42.9,170.7,5.94,1.0,1.0,57,1.77,3,96,9.6,0.0,1,41.6,41.6,0.12,-1.5,0,0,0,73
2021-05-03,Fashion,0,5,18,0,0,3840.11,2170.96,4022.75,0.955,43.5,89.2,331.5,12.79,1.0,1.0,227,3.6,7,494,17.8,0.0,1,89.5,114.6,0.28,-2.0,1,14,0,79
2022-08-15,Fashion,0,8,33,0,0,2214.45,1131.73,1926.14,1.15,48.9,26.9,112.7,3.83,1.0,1.2,118,2.96,12,307,30.8,0.0,1,26.8,26.8,0.28,-2.0,0,0,0,73
